code,name,shares,weight,market_value_100m
ABN NA,荷蘭銀行公眾有限公司,153500,6.031,2.36
TPEIR GA,Piraeus Bank SA,500000,4.765,1.86
NWG LN,國民西敏集團公開有限公司,600000,4.596,1.8
LLOY LN,勞埃德銀行集團,3500000,4.361,1.71
LGEN LN,法通保險集團公開有限公司,1200000,3.99,1.56
BARC LN,巴克萊集團,700000,3.896,1.52
STAN LN,渣打集團有限公司,140000,3.405,1.33
GLE FP,法國興業銀行股份有限公司,43000,3.254,1.27
BAMI IM,BPM銀行股份公司,200000,3.162,1.24
UNI IM,Unipol保險股份公司,110000,3.026,1.18
BAC US,美國銀行,55000,2.886,1.13
BMPS IM,義大利西恩那銀行股份公司,250000,2.843,1.11
JPM US,摩根大通銀行,9000,2.67,1.04
7167 JP,Mebuki金融集團公司,300000,2.595,1.02
DBK GY,德意志銀行,83000,2.574,1.01
ADM LN,Admiral集團公開有限公司,58000,2.496,0.98
BNP FP,法國巴黎銀行有限責任公司,23000,2.379,0.93
UCG IM,裕信銀行,30000,2.365,0.93
BNY US,紐約梅隆銀行,17000,2.276,0.89
AMUN FP,東方匯理資產管理有限責任公司,25000,2.251,0.88
UBS US,瑞銀集團公司,50000,2.163,0.85
AV/ LN,英傑華保險,250000,2.036,0.8
ETE GA,希臘國家銀行,120000,1.863,0.73
HSBA LN,匯豐控股有限公司,110000,1.841,0.72
CHYM US,Chime Financial Inc,70000,1.825,0.71
8331 JP,千葉銀行有限公司,125000,1.814,0.71
INGA NA,荷蘭國際集團,60000,1.737,0.68
BLK US,貝萊德公司,1700,1.603,0.63
8377 JP,北北金融集團公司,35000,1.509,0.59
RELY US,Remitly全球公司,72000,1.496,0.59
V US,威士卡,5000,1.488,0.58
PFG US,信安金融保險集團,16000,1.479,0.58
MRX US,馬雷克斯集團有限公司,25000,1.468,0.57
8309 JP,三井住友信託集團公司,162000,1.437,0.56
USB US,美國合眾銀行,27000,1.429,0.56
8308 JP,Resona控股公司,100000,1.279,0.5
GPN US,環匯公司,14000,1.033,0.4
ASRNL NA,ASR荷蘭公眾有限公司,15000,1.003,0.39
ARES US,戰神管理公司,8600,0.986,0.39
BX US,黑石公司,8200,0.942,0.37
8411 JP,瑞穗金融集團,21500,0.938,0.37
