code,name,shares,weight,market_value_100m
2330,台積電,788000,9.06,18.52
2383,台光電,219000,6.29,12.88
3017,奇鋐科技,332000,5.02,10.28
2454,聯發科技,262000,4.92,10.07
3037,欣興,881000,4.86,9.96
6223,旺矽科技,148000,3.8,7.78
2345,智邦科技,345000,3.58,7.33
6669,緯穎科技服務,111000,3.46,7.08
2059,川湖科技,45000,3.1,6.34
8046,南電,510000,2.94,6.02
3443,創意,112000,2.9,5.93
2308,台達電,302000,2.6,5.33
6274,台燿,338000,2.48,5.07
5274,信驊科技,29800,2.31,4.72
3665,貿聯-KY,202000,2.17,4.44
3711,日月光投資控股,626000,1.8,3.68
3653,健策,65000,1.73,3.55
7769,鴻勁精密,51000,1.61,3.29
2303,聯電,2650000,1.5,3.06
2360,致茂電子,128000,1.33,2.71
2368,金像電,216000,1.1,2.25
2486,一詮精密,799000,0.92,1.88
3189,景碩科技,208000,0.86,1.77
3450,聯鈞,265000,0.73,1.5
2344,華邦電子,873000,0.72,1.47
2327,國巨*,250000,0.7,1.44
2885,元大金,2288000,0.7,1.43
6187,萬潤,110000,0.7,1.44
6488,環球晶,145000,0.7,1.43
6515,穎崴科技,19000,0.59,1.21
2886,兆豐金,2500000,0.57,1.18
1326,台化,2000000,0.55,1.13
3008,大立光,20000,0.54,1.11
4958,臻鼎-KY,229000,0.51,1.05
8358,金居,235000,0.47,0.96
8996,高力熱處理工業,80000,0.44,0.91
2395,研華,121000,0.41,0.84
6805,富世達,44000,0.39,0.79
6510,精測,30000,0.39,0.8
3105,穩懋,216000,0.38,0.79
6285,啟碁科技,323000,0.37,0.76
1303,南亞,395000,0.36,0.74
8210,勤誠興業,71000,0.34,0.7
2455,全新,155000,0.3,0.61
3131,弘塑科技,24000,0.28,0.57
3583,辛耘,78000,0.27,0.55
6139,亞翔,72000,0.27,0.55
6213,聯茂,110000,0.26,0.53
2449,京元電子,210000,0.24,0.49
2472,立隆電子工業,191000,0.22,0.45
5289,宜鼎國際,26000,0.19,0.39
8150,南茂科技,455000,0.19,0.4
3211,順達,100000,0.18,0.37
6196,帆宣,60000,0.15,0.3
6138,茂達電子,80000,0.12,0.24
3357,西北臺慶科技,90000,0.1,0.2
6531,愛普科技,16000,0.07,0.13
