code,name,shares,weight,market_value_100m
2330,台積電,318000,22.5089,7.47
2454,聯發科技,56500,6.5434,2.17
3711,日月光投資控股,196000,3.4713,1.15
2886,兆豐金,2343000,3.3204,1.1
2892,第一金融控股,3264999,3.3043,1.1
2303,聯電,830000,2.8875,0.96
2880,華南金控,2424340,2.8479,0.95
6691,洋基工程股份有限公司,126000,2.6794,0.89
2383,台光電,14000,2.4795,0.82
3023,信邦,245000,2.3762,0.79
3702,大聯大,597000,1.9151,0.64
1210,大成,1196000,1.9021,0.63
6491,晶碩,166000,1.8775,0.62
2301,光寶科技,224000,1.8453,0.61
5274,信驊科技,3840,1.8309,0.61
4763,濟南大自然新材料股份有限公司,1175000,1.7943,0.6
6196,帆宣,119000,1.7922,0.59
2377,微星,406000,1.7915,0.59
3264,欣銓科技,277000,1.7229,0.57
5434,崇越,104000,1.6602,0.55
5904,寶雅國際,612000,1.4378,0.48
2885,元大金,726960,1.3685,0.45
3037,欣興,39000,1.3274,0.44
8016,矽創,133000,1.1858,0.39
2360,致茂電子,17000,1.0855,0.36
6223,旺矽科技,6500,1.0288,0.34
3017,奇鋐科技,11000,1.0254,0.34
3443,創意,6000,0.9569,0.32
2308,台達電,17000,0.9038,0.3
2428,興勤電子工業,110000,0.8498,0.28
3022,威強電工業電腦股份有限公司,284000,0.7861,0.26
8271,宇瞻科技,117000,0.7735,0.26
2327,國巨*,41000,0.7113,0.24
2351,順德,118000,0.6575,0.22
3034,聯詠,37000,0.5951,0.2
2345,智邦科技,7000,0.448,0.15
2441,超豐,131000,0.4478,0.15
2458,義隆,97000,0.4251,0.14
2059,川湖科技,1000,0.4245,0.14
6138,茂達電子,46000,0.4115,0.14
6257,矽格,66000,0.3966,0.13
3260,威剛科技,31000,0.3688,0.12
5289,宜鼎國際,7000,0.3194,0.11
6139,亞翔,11000,0.2538,0.08
3653,健策,1500,0.2467,0.08
6515,穎崴科技,1000,0.1919,0.06
1303,南亞,32000,0.1807,0.06
6488,環球晶,5000,0.148,0.05
2618,長榮航,112000,0.1403,0.05
3529,力旺電子,2000,0.1361,0.05
2890,永豐金融,36500,0.0433,0.01
5871,中租-KY,10800,0.0356,0.01
2887,台新新光金,32150,0.0352,0.01
5876,上海商銀,14230,0.0186,0.01
