code,name,shares,weight,market_value_100m
2330,台積電,991000,8.62,23.29
2383,台光電,269000,5.85,15.82
3037,欣興,1310000,5.48,14.8
2454,聯發科技,359000,5.11,13.8
3017,奇鋐科技,424000,4.86,13.12
6669,緯穎科技服務,205000,4.84,13.07
2308,台達電,570000,3.72,10.06
2059,川湖科技,70000,3.65,9.87
6274,台燿,643000,3.57,9.64
2345,智邦科技,366000,2.88,7.78
3443,創意,143000,2.8,7.57
8046,南電,620000,2.71,7.32
3711,日月光投資控股,1138000,2.48,6.69
6223,旺矽科技,127000,2.47,6.67
2327,國巨*,1070000,2.28,6.16
6805,富世達,341000,2.27,6.14
2303,聯電,4976000,2.13,5.75
2360,致茂電子,267000,2.09,5.66
3665,貿聯-KY,257000,2.09,5.65
2395,研華,811000,2.08,5.63
2368,金像電,538000,2.07,5.6
5274,信驊科技,34900,2.04,5.52
3653,健策,98000,1.98,5.35
2408,南亞科技,1076000,1.91,5.18
3529,力旺電子,215000,1.8,4.86
4958,臻鼎-KY,1028000,1.74,4.7
6515,穎崴科技,59000,1.39,3.76
6446,藥華醫藥,201191,1.04,2.82
2301,光寶科技,987000,1.0,2.7
6187,萬潤,200000,0.97,2.61
8210,勤誠興業,258000,0.94,2.54
2379,瑞昱,282000,0.77,2.08
3034,聯詠,361000,0.71,1.93
3008,大立光,31000,0.64,1.72
1303,南亞,830000,0.58,1.56
3293,鈊象電子,205000,0.57,1.54
1560,中砂,186000,0.49,1.32
8996,高力熱處理工業,106000,0.45,1.2
3491,昇達科,92000,0.42,1.13
2615,萬海,782000,0.31,0.83
6531,愛普科技,92000,0.28,0.77
5434,崇越,99000,0.19,0.52
5289,宜鼎國際,32000,0.18,0.48
2451,創見,161000,0.17,0.45
3260,威剛科技,115000,0.17,0.45
8299,群聯電子,19000,0.14,0.37
2344,華邦電子,203000,0.13,0.34
1590,亞德客-KY,14000,0.08,0.2
6526,達發,38000,0.08,0.22
2412,中華電信,77000,0.04,0.1
