code,name,shares,weight,market_value_100m
2330,台積電,588000,13.65,14.17
2376,技嘉,1215000,4.18,4.43
3711,日月光投資控股,706000,4.14,4.15
4904,遠傳電信,3832000,3.69,3.91
2412,中華電信,2828000,3.68,3.89
2454,聯發科技,67000,3.01,2.96
2395,研華,444000,2.85,3.16
2383,台光電,52000,2.7,2.82
6669,緯穎科技服務,114036,2.68,2.93
2317,鴻海精密工業,1021000,2.47,2.61
3037,欣興,252000,2.26,2.27
6442,光紅建聖,140000,2.25,2.38
7750,新  代,92000,2.06,2.19
3661,世芯-KY,53000,2.02,2.14
1504,東元電機,2904000,1.96,2.08
2345,智邦科技,97000,1.92,2.04
3665,貿聯-KY,94000,1.84,2.02
2308,台達電,105000,1.83,1.92
2377,微星,1213000,1.81,1.92
6446,藥華醫藥,138000,1.73,1.81
2610,華航,8783000,1.69,1.8
3017,奇鋐科技,52000,1.68,1.86
2327,國巨*,295000,1.64,1.66
2603,長榮海運,726000,1.6,1.69
3491,昇達科,107000,1.52,1.61
2881,富邦金融控股,1004000,1.42,1.5
2891,中國信託金融控股,2178000,1.38,1.47
6488,環球晶,143000,1.31,1.39
8046,南電,125000,1.24,1.32
1216,統一企業,1657000,1.18,1.25
7769,鴻勁精密,18000,1.11,1.18
2303,聯電,804000,1.08,1.05
6187,萬潤,77000,1.0,1.0
2027,大成鋼,2097000,0.97,1.03
3653,健策,18000,0.96,1.06
6147,頎邦,517000,0.93,0.99
2360,致茂電子,43000,0.9,0.87
8996,高力熱處理工業,76000,0.89,0.99
1301,台塑,1103000,0.69,0.73
3081,聯亞,22000,0.64,0.7
2408,南亞科技,105000,0.51,0.52
2344,華邦電子,243000,0.41,0.42
3131,弘塑科技,12000,0.29,0.31
2059,川湖科技,1000,0.13,0.14
3008,大立光,1000,0.06,0.07
8299,群聯電子,1000,0.02,0.02
3189,景碩科技,1000,0.01,0.01
3105,穩懋,2000,0.01,0.01
2368,金像電,1000,0.01,0.01
3036,文曄,1000,0.0,0.0
