code,name,shares,weight,market_value_100m
ABN NA,荷蘭銀行公眾有限公司,140000,5.108,2.22
AGN NA,荷蘭保險公司,680000,4.589,2.0
AV/ LN,英傑華保險,630000,4.529,1.97
TPEIR GA,Piraeus Bank SA,475000,4.259,1.85
ADM LN,Admiral集團公開有限公司,105000,3.947,1.72
NWG LN,國民西敏集團公開有限公司,540000,3.722,1.62
LLOY LN,勞埃德銀行集團,3000000,3.327,1.45
DBK GY,德意志銀行,110000,3.31,1.44
ASRNL NA,ASR荷蘭公眾有限公司,45000,2.833,1.23
BAMI IM,BPM銀行股份公司,200000,2.724,1.18
CHYM US,Chime Financial Inc,110000,2.703,1.17
GPN US,環匯公司,40000,2.694,1.17
STAN LN,渣打集團有限公司,120000,2.652,1.15
LGEN LN,法通保險集團公開有限公司,900000,2.621,1.14
BMPS IM,義大利西恩那銀行股份公司,250000,2.456,1.07
7167 JP,Mebuki金融集團公司,300000,2.384,1.04
BARC LN,巴克萊集團,480000,2.348,1.02
ARES US,戰神管理公司,23000,2.346,1.02
BLK US,貝萊德公司,2700,2.205,0.96
UCG IM,裕信銀行,30000,2.123,0.92
AMUN FP,東方匯理資產管理有限責任公司,25000,2.063,0.9
UNI IM,Unipol保險股份公司,85000,2.043,0.89
UBS US,瑞銀集團公司,50000,2.015,0.88
MRX US,馬雷克斯集團有限公司,33000,1.88,0.82
ETE GA,希臘國家銀行,120000,1.781,0.77
HSBA LN,匯豐控股有限公司,110000,1.712,0.74
8331 JP,千葉銀行有限公司,125000,1.665,0.72
INGA NA,荷蘭國際集團,60000,1.624,0.71
MNG LN,M&G公開有限公司,430000,1.514,0.66
HOOD US,羅賓漢市場公司,17000,1.511,0.66
BX US,黑石公司,15000,1.486,0.65
JPM US,摩根大通銀行,5500,1.436,0.62
BNP FP,法國巴黎銀行有限責任公司,16000,1.415,0.62
RELY US,Remitly全球公司,72000,1.371,0.6
V US,威士卡,5000,1.365,0.59
GLE FP,法國興業銀行股份有限公司,20000,1.255,0.55
BNY US,紐約梅隆銀行,9000,1.08,0.47
CABK SM,凱克薩銀行有限責任公司,88000,1.006,0.44
WFC US,富國銀行,15000,0.982,0.43
8377 JP,北北金融集團公司,25000,0.968,0.42
8308 JP,Resona控股公司,80000,0.95,0.41
G IM,忠意保險股份公司,25000,0.949,0.41
8309 JP,三井住友信託集團公司,110000,0.922,0.4
BAC US,美國銀行,20000,0.912,0.4
SHOP US,Shopify公司,6800,0.718,0.31
