code,name,shares,weight,market_value_100m
BE US,布魯姆能源公司,47354,6.08,0.12
NVDA US,NVIDIA CORP(輝達公司),50262,5.88,0.12
SPCX US,太空探索科技公司,76874,5.77,0.11
LITE US,魯門特姆控股公司,11924,5.34,0.11
PLTR US,帕蘭提爾科技公司,51297,4.54,0.09
GOOGL US,ALPHABET INC-CL A(Alphabet公司),22115,3.8,0.07
4979,華星光,342000,3.45,2.15
6669,緯穎科技服務,83518,3.44,2.14
8996,高力熱處理工業,162000,3.38,2.11
3017,奇鋐科技,59000,3.38,2.11
NBIS US,尼比厄斯集團公眾有限公司,29091,3.34,0.07
AMZN US,亞馬遜公司,25085,3.29,0.06
3443,創意,33000,3.08,1.92
CRWD US,Crowdstrike控股公司,27377,2.96,0.06
2383,台光電,33000,2.87,1.79
MSFT US,微軟,11268,2.86,0.06
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),11664,2.83,0.06
TSLA US,特斯拉公司,14518,2.61,0.05
SNOW US,Snowflake公司,14081,2.41,0.05
SITM US,SITIME CORP,7614,2.37,0.05
4062 JP,揖斐電有限公司,35300,2.35,7.23
581A JP,GO INC,179700,2.29,7.04
ANET US,Arista網路公司,23297,2.29,0.05
SMTC US,SEMTECH CORP,29876,2.24,0.04
UBER US,Uber Technologies Inc,54846,2.11,0.04
NET US,Cloudflare公司,14742,2.09,0.04
CRWV US,CoreWeave Inc,33733,1.53,0.03
NTSK US,NETSKOPE INC-CL A,210458,1.49,0.03
DELL US,戴爾科技公司,4971,1.32,0.03
MU US,美光科技公司,2258,1.17,0.02
285A JP,鎧俠控股公司,6400,1.13,3.49
6508 JP,MEIDENSHA CORP,30000,1.05,3.24
IONQ US,IONQ INC,50004,1.0,0.02
RKLB US,ROCKET LAB USA INC,28478,0.93,0.02
STX US,希捷科技控股公開有限公司,1647,0.71,0.01
3037,欣興,14000,0.2,0.13
