code,name,shares,weight,market_value_100m
LITE US,魯門特姆控股公司,117000,6.93,1.16
3037,欣興,2600000,4.91,25.82
009150 KS,三星電機,70000,4.37,973.7
2383,台光電,400000,4.09,21.5
BE US,布魯姆能源公司,250000,4.03,0.67
SPCX US,太空探索科技公司,450000,3.98,0.66
6981 JP,村田製作所有限公司,1350000,3.76,96.23
MU US,美光科技公司,60000,3.7,0.62
STX US,希捷科技控股公開有限公司,60000,3.19,0.53
PANW US,Palo Alto Networks Inc,150000,3.01,0.5
3017,奇鋐科技,440000,2.83,14.87
TSEM US,TOWER SEMICONDUCTOR LTD,216825,2.81,0.47
MSFT US,微軟,92000,2.71,0.45
CRCL US,Circle網路集團公司,480000,2.68,0.45
SNOW US,Snowflake公司,130000,2.58,0.43
285A JP,鎧俠控股公司,110000,2.45,62.7
NVDA US,NVIDIA CORP(輝達公司),175000,2.35,0.39
PLTR US,帕蘭提爾科技公司,225000,2.29,0.38
2454,聯發科技,250000,2.2,11.56
HOOD US,羅賓漢市場公司,300120,2.07,0.35
000660 KS,愛思開海力士公司,25000,2.05,458.0
2308,台達電,570000,1.95,10.23
2330,台積電,400000,1.88,9.86
NOW US,ServiceNow公司,230000,1.81,0.3
4979,華星光,1510000,1.75,9.21
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),50000,1.56,0.26
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,170000,1.52,1.99
992 HK,LENOVO GROUP LTD,6000000,1.49,1.95
INTC US,英特爾,230000,1.46,0.24
300757 CH,ROBOTECHNIK INTELLIGENT TE-A,249997,1.44,1.61
6515,穎崴科技,100000,1.38,7.28
6997 JP,NIPPON CHEMI-CON CORP,1275100,1.36,34.82
2303,聯電,5000000,1.35,7.08
NET US,Cloudflare公司,70000,1.32,0.22
TER US,泰瑞達公司,55000,1.26,0.21
IFX GY,英飛凌科技股份有限公司,300000,1.19,0.17
SNDK US,晟碟公司（德拉瓦州）,10000,1.06,0.18
5801 JP,古河電氣工業有限公司,500000,0.81,20.64
TWLO US,Twilio公司,55000,0.75,0.12
AEM US,AGNICO EAGLE MINES LTD,60000,0.73,0.12
AIXA GY,愛思強股份有限公司,200000,0.53,0.08
4180 JP,APPIER GROUP INC,950000,0.52,13.23
NTRA US,那提拉公司,25000,0.49,0.08
