code,name,shares,weight,market_value_100m
2330,台積電,271999,14.5,6.7
3017,奇鋐科技,105500,7.95,3.57
2454,聯發科技,69001,7.1,3.19
2383,台光電,59001,6.91,3.17
3037,欣興,231001,5.0,2.29
6223,旺矽科技,39901,4.89,2.24
6274,台燿,158000,4.8,2.13
2059,川湖科技,16001,4.39,1.98
6669,緯穎科技服務,65518,3.35,1.52
3653,健策,25000,3.15,1.44
8046,南電,125000,2.91,1.39
5274,信驊科技,6420,2.62,1.19
3443,創意,19050,2.58,1.13
1303,南亞,460000,2.45,1.09
2345,智邦科技,49000,2.1,0.99
3711,日月光投資控股,143002,2.03,0.92
2408,南亞科技,175000,1.96,0.92
3189,景碩科技,95000,1.71,0.79
7769,鴻勁精密,11000,1.55,0.71
6805,富世達,30000,1.43,0.69
3081,聯亞,23000,1.42,0.66
2308,台達電,32499,1.19,0.58
2303,聯電,350000,1.09,0.5
6187,萬潤,39000,1.09,0.52
6239,力成科技,175000,1.08,0.5
8996,高力熱處理工業,36000,1.02,0.48
2360,致茂電子,21000,1.0,0.49
2481,強茂,290000,0.98,0.45
2449,京元電子,150000,0.89,0.41
6515,穎崴科技,4000,0.63,0.29
3491,昇達科,20000,0.59,0.29
3665,貿聯-KY,13000,0.55,0.26
3231,緯創資通,111000,0.45,0.21
2368,金像電,16000,0.36,0.18
3661,世芯-KY,4000,0.35,0.16
2882,國泰金,130000,0.31,0.14
2801,彰銀,40000,0.02,0.01
2317,鴻海精密工業,1000,0.01,0.0
9941,裕融企業,260,0.0,0.0
