code,name,shares,weight,market_value_100m
2330,台積電,753000,9.2,17.96
2454,聯發科技,249000,5.53,10.64
2059,川湖科技,80000,5.5,11.09
2383,台光電,136000,3.68,7.41
3081,聯亞,228600,3.65,7.76
2308,台達電,404000,3.64,6.99
1303,南亞,2416000,2.73,5.74
2408,南亞科技,1096000,2.68,5.68
3037,欣興,563000,2.66,5.48
2317,鴻海精密工業,1921000,2.43,4.82
3017,奇鋐科技,134000,2.26,4.44
2368,金像電,393000,2.21,4.62
7769,鴻勁精密,73000,2.19,4.29
8299,群聯電子,197000,2.02,4.07
2344,華邦電子,2293000,1.98,4.1
3653,健策,69000,1.98,3.98
6515,穎崴科技,55000,1.97,3.85
6669,緯穎科技服務,155105,1.96,4.05
6223,旺矽科技,72000,1.86,3.81
2345,智邦科技,174000,1.86,3.72
3443,創意,59000,1.75,3.48
2382,廣達電腦,987000,1.69,3.31
5274,信驊科技,18300,1.67,3.24
3711,日月光投資控股,526000,1.58,3.1
2327,國巨*,595000,1.56,3.21
2891,中國信託金融控股,4525000,1.56,3.05
2360,致茂電子,148000,1.53,2.92
6274,台燿,209000,1.44,2.95
2884,玉山金融控股,6340622,1.4,2.74
6213,聯茂,482000,1.26,2.47
2376,技嘉,694000,1.24,2.43
5904,寶雅國際,3124500,1.13,2.21
8046,南電,203000,1.12,2.44
3036,文曄,1147000,1.12,2.19
8996,高力熱處理工業,181000,1.1,2.29
4958,臻鼎-KY,461000,1.09,2.34
3231,緯創資通,1041000,1.0,1.96
3008,大立光,26000,0.95,2.03
8210,勤誠興業,193000,0.94,1.87
3293,鈊象電子,252000,0.91,1.78
3044,健鼎科技,345000,0.86,1.68
3264,欣銓科技,650000,0.75,1.47
3189,景碩科技,185000,0.73,1.43
6805,富世達,54000,0.58,1.14
6831,邁科科技,182000,0.54,1.06
3529,力旺電子,44000,0.52,1.05
3026,禾伸堂,134000,0.44,0.85
3665,貿聯-KY,32336,0.35,0.7
6442,光紅建聖,38000,0.34,0.67
3533,嘉澤端子工業,35000,0.3,0.58
