code,name,shares,weight,market_value_100m
2330,台積電,308000,6.0,7.24
2059,川湖科技,69000,4.39,5.71
2383,台光電,99000,3.73,4.77
2454,聯發科技,129000,3.65,4.75
3711,日月光投資控股,712000,3.37,4.33
2308,台達電,237000,3.2,4.16
7769,鴻勁精密,62000,3.05,3.79
3653,健策,95000,2.73,3.2
2408,南亞科技,587000,1.97,2.56
2368,金像電,280000,1.93,2.51
3081,聯亞,128700,1.88,2.2
6223,旺矽科技,42000,1.85,2.4
6515,穎崴科技,36000,1.83,2.3
2345,智邦科技,103000,1.79,2.31
2887,台新新光金,5894360,1.71,2.0
2885,元大金,2926000,1.59,1.86
2886,兆豐金,3649000,1.54,1.8
6669,緯穎科技服務,34000,1.54,1.95
2357,華碩,242000,1.52,1.78
2360,致茂電子,88000,1.46,1.85
5534,長虹建設,2069000,1.38,1.61
9938,台灣百和工業,3414000,1.36,1.59
2890,永豐金融,4017780,1.33,1.55
2393,億光電子工業,2419000,1.31,1.53
9941,裕融企業,1866000,1.31,1.53
2727,王品餐飲,647000,1.27,1.48
3037,欣興,195000,1.27,1.65
5274,信驊科技,11000,1.24,1.62
3665,貿聯-KY,65000,1.23,1.4
2395,研華,251000,1.19,1.45
2382,廣達電腦,443500,1.19,1.39
2892,第一金融控股,3940000,1.17,1.37
2204,中華,2641000,1.16,1.36
6121,新  普,366000,1.12,1.31
4904,遠傳電信,1226000,1.11,1.32
2880,華南金控,3050800,1.08,1.26
3017,奇鋐科技,56000,1.07,1.34
6274,台燿,109000,1.05,1.37
3706,神達投資控股,1387000,1.04,1.22
5904,寶雅國際,177000,1.03,1.2
6805,富世達,89000,1.02,1.29
5439,高技,560000,1.01,1.19
3293,鈊象電子,164000,1.01,1.18
3702,大聯大,1079000,1.01,1.19
2451,創見,457000,1.01,1.24
2884,玉山金融控股,3184000,0.99,1.15
8210,勤誠興業,112000,0.98,1.25
4746,台耀化學,2276000,0.98,1.15
9939,宏全國際,886000,0.97,1.13
3026,禾伸堂,213000,0.96,1.25
6138,茂達電子,368000,0.9,1.06
6435,大中,437000,0.88,1.03
9945,潤泰創新國際,3964000,0.88,1.03
5434,崇越,198000,0.87,1.08
9958,世紀鋼鐵結構,886000,0.79,0.93
3227,原相,460000,0.75,0.87
2441,超豐,799000,0.75,0.87
9802,鈺齊國際,1040000,0.65,0.76
4551,智伸科,398000,0.57,0.66
6670,復盛應用科技,234000,0.54,0.63
6782,視陽,308000,0.47,0.55
6768,志強國際企業,738000,0.44,0.52
3090,日電貿,363000,0.44,0.51
2618,長榮航,956000,0.35,0.41
9907,統一實,2221000,0.29,0.34
