code,name,shares,weight,market_value_100m
TPEIR GA,Piraeus Bank SA,620000,5.931,2.19
BMPS IM,義大利西恩那銀行股份公司,400000,4.706,1.73
UNI IM,Unipol保險股份公司,170000,4.561,1.68
HSBA LN,匯豐控股有限公司,220000,3.988,1.47
ABN NA,荷蘭銀行公眾有限公司,100000,3.794,1.4
BAC US,美國銀行,65000,3.539,1.3
STAN LN,渣打集團有限公司,140000,3.495,1.29
GLE FP,法國興業銀行股份有限公司,43000,3.354,1.24
BNP FP,法國巴黎銀行有限責任公司,31000,3.331,1.23
BARC LN,巴克萊集團,500000,3.099,1.14
NWG LN,國民西敏集團公開有限公司,380000,3.023,1.11
LLOY LN,勞埃德銀行集團,2200000,2.949,1.09
UCG IM,裕信銀行,35000,2.857,1.05
JPM US,摩根大通銀行,9000,2.81,1.04
UBS US,瑞銀集團公司,58000,2.671,0.98
7167 JP,Mebuki金融集團公司,300000,2.499,0.92
BNY US,紐約梅隆銀行,17000,2.351,0.87
SDLF LN,標準人壽公開有限公司,220000,2.347,0.86
AMUN FP,東方匯理資產管理有限責任公司,25000,2.214,0.82
7182 JP,日本郵政銀行有限公司,120000,2.197,0.81
ISP IM,聯合聖保羅銀行,330000,2.144,0.79
8309 JP,三井住友信託集團公司,54000,1.991,0.73
MRX US,馬雷克斯集團有限公司,35000,1.982,0.73
V US,威士卡,6200,1.97,0.73
PFG US,信安金融保險集團,20000,1.951,0.72
USB US,美國合眾銀行,35000,1.948,0.72
IBKR US,盈透證券集團公司,24000,1.941,0.72
ETE GA,希臘國家銀行,120000,1.921,0.71
8331 JP,千葉銀行有限公司,125000,1.879,0.69
GS US,高盛集團,2000,1.837,0.68
LGEN LN,法通保險集團公開有限公司,500000,1.742,0.64
BAMI IM,BPM銀行股份公司,110000,1.734,0.64
MS US,摩根士丹利,9000,1.692,0.62
8377 JP,北北金融集團公司,35000,1.502,0.55
AJG US,Arthur J Gallagher & Co,6400,1.421,0.52
8308 JP,Resona控股公司,100000,1.283,0.47
BPE IM,BPER銀行有限公司,80000,1.114,0.41
8411 JP,瑞穗金融集團,21500,0.995,0.37
MFG US,瑞穗金融集團,100000,0.926,0.34
7180 JP,九州金融集團公司,100000,0.863,0.32
