code,name,shares,weight,market_value_100m
2330,台積電,289999,15.03,6.81
2383,台光電,75000,7.52,3.61
2454,聯發科技,92001,6.94,3.39
3037,欣興,313001,5.44,2.65
8046,南電,236000,5.24,2.54
2345,智邦科技,102000,4.73,2.28
6223,旺矽科技,38901,4.57,2.23
3017,奇鋐科技,89500,4.56,2.15
6274,台燿,158000,4.06,1.98
2059,川湖科技,21001,3.56,1.74
3711,日月光投資控股,261002,3.29,1.59
2308,台達電,74499,2.68,1.31
2408,南亞科技,284000,2.54,1.24
2327,國巨*,191000,2.45,1.19
5274,信驊科技,7920,2.38,1.16
2368,金像電,116000,2.13,1.04
6669,緯穎科技服務,17000,2.06,0.98
3665,貿聯-KY,37000,1.86,0.8
2360,致茂電子,41000,1.81,0.86
3443,創意,19050,1.59,0.77
7769,鴻勁精密,11000,1.44,0.67
6515,穎崴科技,8000,1.08,0.51
3231,緯創資通,251000,0.97,0.43
2303,聯電,360000,0.93,0.45
5347,世界先進,210000,0.7,0.31
2449,京元電子,84000,0.45,0.23
4958,臻鼎-KY,43000,0.42,0.2
1303,南亞,80000,0.29,0.14
6257,矽格,60000,0.27,0.12
3081,聯亞,1000,0.04,0.02
2404,漢唐,1000,0.02,0.01
3045,台灣大哥,2000,0.01,0.0
2467,志聖,10,0.0,0.0
4904,遠傳電信,2003,0.0,0.0
2412,中華電信,1,0.0,0.0
