code,name,shares,weight,market_value_100m
2330,台積電,714000,17.73,16.78
2376,技嘉,1170000,4.17,4.09
2059,川湖科技,50000,4.06,4.14
2412,中華電信,2513000,3.86,3.53
4904,遠傳電信,3304000,3.81,3.55
2027,大成鋼,8199000,3.77,3.46
6442,光紅建聖,255000,3.42,3.14
3008,大立光,79000,3.36,3.08
3036,文曄,1533000,3.18,2.92
6187,萬潤,300000,3.14,2.89
2327,國巨*,446000,2.73,2.79
2345,智邦科技,117000,2.6,2.62
2408,南亞科技,601000,2.57,2.62
6147,頎邦,1656000,2.52,2.57
3661,世芯-KY,73000,2.48,2.27
2303,聯電,1950000,2.41,2.46
2383,台光電,48000,2.31,2.31
4958,臻鼎-KY,443000,2.06,2.08
2454,聯發科技,46000,1.66,1.69
3081,聯亞,83000,1.55,1.42
2395,研華,249000,1.51,1.44
6446,藥華醫藥,122000,1.48,1.46
6669,緯穎科技服務,25000,1.45,1.44
3131,弘塑科技,49000,1.36,1.25
3653,健策,32000,1.17,1.08
3293,鈊象電子,146000,1.15,1.05
1216,統一企業,1303000,1.1,1.01
3665,貿聯-KY,43000,1.04,0.92
2308,台達電,59000,1.02,1.04
2344,華邦電子,611000,0.96,0.98
8299,群聯電子,53000,0.95,0.96
2368,金像電,98000,0.86,0.88
3017,奇鋐科技,35000,0.85,0.84
3711,日月光投資控股,125000,0.75,0.76
3037,欣興,76000,0.63,0.64
2049,上銀科技,175000,0.57,0.53
2891,中國信託金融控股,771000,0.52,0.48
3105,穩懋,149000,0.52,0.48
8046,南電,48000,0.51,0.52
2881,富邦金融控股,363000,0.5,0.46
6488,環球晶,45000,0.47,0.48
2360,致茂電子,22000,0.46,0.46
6223,旺矽科技,5000,0.28,0.29
6415,矽力杰,63000,0.28,0.28
7769,鴻勁精密,4000,0.25,0.24
3529,力旺電子,10000,0.24,0.24
8996,高力熱處理工業,23000,0.23,0.23
1802,台玻,393000,0.21,0.19
2317,鴻海精密工業,64000,0.17,0.15
3189,景碩科技,2000,0.01,0.01
