code,name,shares,weight,market_value_100m
2330,台積電,1039000,9.07,24.42
2454,聯發科技,476000,6.63,17.85
6669,緯穎科技服務,205000,4.36,11.75
2308,台達電,598000,3.97,10.67
2383,台光電,218000,3.85,10.37
3037,欣興,1210000,3.77,10.15
3017,奇鋐科技,400000,3.54,9.52
2345,智邦科技,383000,3.16,8.5
3665,貿聯-KY,368000,3.01,8.11
2327,國巨*,1070000,2.55,6.87
3711,日月光投資控股,1103000,2.51,6.76
6223,旺矽科技,117000,2.48,6.67
6274,台燿,522000,2.42,6.53
8046,南電,560000,2.31,6.22
6446,藥華醫藥,537191,2.27,6.1
1590,亞德客-KY,422000,2.23,6.01
5274,信驊科技,36900,2.02,5.44
2059,川湖科技,70000,2.01,5.41
3529,力旺電子,215000,1.97,5.31
2360,致茂電子,254000,1.96,5.28
4958,臻鼎-KY,1078000,1.93,5.2
6805,富世達,357000,1.87,5.03
5536,聖暉*,443000,1.84,4.96
2395,研華,850000,1.83,4.94
2368,金像電,538000,1.8,4.85
8210,勤誠興業,437000,1.78,4.79
2412,中華電信,3435000,1.77,4.77
3443,創意,117000,1.77,4.76
2408,南亞科技,1128000,1.68,4.52
2344,華邦電子,2853000,1.64,4.41
6531,愛普科技,472000,1.5,4.05
2303,聯電,3006000,1.43,3.85
6515,穎崴科技,59000,1.38,3.71
3533,嘉澤端子工業,143000,1.05,2.82
2379,瑞昱,296000,0.82,2.2
2376,技嘉,603000,0.79,2.14
3034,聯詠,378000,0.71,1.92
1303,南亞,870000,0.57,1.54
3293,鈊象電子,215000,0.57,1.53
3491,昇達科,92000,0.41,1.09
6415,矽力杰,231000,0.4,1.08
8996,高力熱處理工業,106000,0.4,1.07
4904,遠傳電信,849000,0.33,0.9
6526,達發,145000,0.32,0.85
5434,崇越,104000,0.21,0.57
5289,宜鼎國際,34000,0.17,0.47
2451,創見,161000,0.16,0.43
3260,威剛科技,115000,0.16,0.44
8299,群聯電子,19000,0.13,0.35
2458,義隆,175000,0.11,0.29
