code,name,shares,weight,market_value_100m
2330,台積電,33999,4.81,0.82
2454,聯發科技,18000,4.04,0.7
6669,緯穎科技服務,11000,3.78,0.6
2308,台達電,34000,3.64,0.64
3045,台灣大哥,491000,3.34,0.56
2412,中華電信,400000,3.33,0.55
3231,緯創資通,310000,3.32,0.55
2383,台光電,11000,3.13,0.56
2345,智邦科技,21000,2.79,0.49
3037,欣興,52000,2.61,0.47
5434,崇越,78000,2.58,0.44
2912,統一超,170000,2.45,0.41
8046,南電,36000,2.39,0.44
2360,致茂電子,19000,2.37,0.41
3017,奇鋐科技,16000,2.28,0.39
5876,上海商銀,820000,2.27,0.38
2317,鴻海精密工業,150000,2.27,0.38
2376,技嘉,105000,2.23,0.37
2886,兆豐金,750000,2.18,0.36
2368,金像電,38000,2.05,0.36
2357,華碩,43000,1.99,0.33
2395,研華,55000,1.91,0.33
2603,長榮海運,150000,1.85,0.31
3665,貿聯-KY,14000,1.85,0.32
3702,大聯大,260000,1.83,0.31
2404,漢唐,25000,1.68,0.28
7769,鴻勁精密,4500,1.63,0.27
5904,寶雅國際,41000,1.6,0.27
2880,華南金控,650000,1.59,0.26
6274,台燿,19000,1.42,0.25
2059,川湖科技,3000,1.39,0.25
2356,英業達,330000,1.28,0.21
2382,廣達電腦,61000,1.2,0.2
1477,聚陽實業,90000,1.16,0.19
1216,統一企業,220000,1.02,0.17
2891,中國信託金融控股,240000,0.91,0.15
1303,南亞,70000,0.74,0.14
4904,遠傳電信,90000,0.57,0.09
6223,旺矽科技,1500,0.51,0.09
2408,南亞科技,20000,0.48,0.09
5347,世界先進,50000,0.47,0.08
2303,聯電,60000,0.46,0.08
