code,name,shares,weight,market_value_100m
2330,台積電,188000,9.28,4.42
2383,台光電,77000,7.68,3.66
2454,聯發科技,74000,5.82,2.77
6669,緯穎科技服務,43000,5.17,2.46
2345,智邦科技,110000,5.12,2.44
6223,旺矽科技,36000,4.31,2.05
2327,國巨*,303000,4.08,1.95
3037,欣興,232000,4.08,1.95
3017,奇鋐科技,80000,3.99,1.9
8046,南電,170000,3.96,1.89
2308,台達電,98000,3.67,1.75
3665,貿聯-KY,71000,3.28,1.57
5274,信驊科技,8800,2.72,1.3
3711,日月光投資控股,207000,2.66,1.27
2368,金像電,135000,2.55,1.22
3653,健策,30000,2.16,1.03
7769,鴻勁精密,16000,2.03,0.97
2303,聯電,700000,1.88,0.9
6274,台燿,68000,1.78,0.85
6515,穎崴科技,13000,1.72,0.82
2360,致茂電子,26000,1.13,0.54
4958,臻鼎-KY,107000,1.08,0.52
2472,立隆電子工業,162000,0.88,0.42
8210,勤誠興業,38000,0.87,0.42
2344,華邦電子,260000,0.84,0.4
2455,全新,101000,0.71,0.34
2486,一詮精密,150000,0.69,0.33
3023,信邦,113000,0.68,0.32
8996,高力熱處理工業,32000,0.67,0.32
2885,元大金,493000,0.65,0.31
3044,健鼎科技,78000,0.64,0.31
5289,宜鼎國際,22000,0.63,0.3
7750,新  代,12000,0.51,0.24
6531,愛普科技,27000,0.49,0.23
6187,萬潤,24000,0.47,0.23
3264,欣銓科技,107000,0.47,0.22
3189,景碩科技,31000,0.46,0.22
2449,京元電子,77000,0.44,0.21
3443,創意,5000,0.43,0.2
6438,迅得機械,140000,0.43,0.2
2313,華通,90000,0.38,0.18
3583,辛耘,25000,0.37,0.18
8150,南茂科技,180000,0.34,0.16
6213,聯茂,50000,0.32,0.15
5439,高技,65180,0.32,0.15
6139,亞翔,17000,0.3,0.14
2467,志聖,27000,0.29,0.14
5536,聖暉*,12000,0.28,0.13
6805,富世達,9000,0.27,0.13
3211,順達,30000,0.24,0.11
3357,西北臺慶科技,50000,0.22,0.1
3105,穩懋,30000,0.21,0.1
3167,大量,15000,0.2,0.09
6147,頎邦,60000,0.2,0.09
8358,金居,20000,0.15,0.07
2404,漢唐,5000,0.12,0.06
3026,禾伸堂,8000,0.11,0.05
