code,name,shares,weight,market_value_100m
PLTR US,帕蘭提爾科技公司,122000,3.945,7.08
HOOD US,羅賓漢市場公司,169000,3.734,6.7
NVDA US,NVIDIA CORP(輝達公司),91000,3.683,6.61
LITE US,魯門特姆控股公司,22500,3.377,6.06
MU US,美光科技公司,19800,3.361,6.03
MSFT US,微軟,35000,3.163,5.67
2383,台光電,99000,2.919,5.24
3017,奇鋐科技,151000,2.778,4.98
SNDK US,晟碟公司（德拉瓦州）,10000,2.755,4.94
000660 KS,愛思開海力士公司,12854,2.676,4.8
BE US,布魯姆能源公司,55000,2.295,4.12
BMNR US,BitMine Immersion技術公司,468640,2.196,3.94
SNOW US,Snowflake公司,32500,2.052,3.68
009150 KS,三星電機,11200,1.97,3.53
NOW US,ServiceNow公司,76000,1.96,3.52
DELL US,戴爾科技公司,21000,1.921,3.45
TSM US,台積電,25000,1.847,3.31
CRM US,賽富時公司,39000,1.827,3.28
CRWD US,Crowdstrike控股公司,47000,1.79,3.21
CRCL US,Circle網路集團公司,97000,1.774,3.18
WPM US,惠頓貴金屬公司,63000,1.748,3.14
SPCX US,太空探索科技公司,64000,1.698,3.05
5274,信驊科技,17000,1.691,3.03
3026,禾伸堂,466000,1.657,2.97
AMZN US,亞馬遜公司,36000,1.651,2.96
2454,聯發科技,67000,1.621,2.91
600183 CH,廣東生益科技股份有限公司,420000,1.586,2.84
8046,南電,263000,1.583,2.84
GOOGL US,ALPHABET INC-CL A(Alphabet公司),26000,1.577,2.83
4062 JP,揖斐電有限公司,70000,1.557,2.79
COIN US,比特幣基地全球公司,45000,1.536,2.76
3008,大立光,38000,1.514,2.72
ALAB US,Astera實驗室公司,30000,1.503,2.7
PANW US,Palo Alto Networks Inc,25300,1.488,2.67
3189,景碩科技,337000,1.456,2.61
EXPE US,智遊網集團公司,26000,1.396,2.5
TEM US,Tempus AI公司,120000,1.374,2.47
EQT US,EQT公司,130000,1.281,2.3
GDX US,VanEck黃金礦業交易所交易基金,66000,1.187,2.13
3653,健策,37000,1.158,2.08
6274,台燿,151000,1.132,2.03
034020 KS,斗山重工業,108000,1.116,2.0
MRVL US,MARVELL TECHNOLOGY INC,28000,1.036,1.86
PSX US,菲利普66,22000,0.992,1.78
8473 JP,SBI控股公司,255000,0.939,1.68
NET US,Cloudflare公司,18100,0.912,1.64
STX US,希捷科技控股公開有限公司,6000,0.849,1.52
LLY US,禮來公司,3900,0.801,1.44
MA US,萬事達卡,7000,0.726,1.3
3081,聯亞,40000,0.696,1.25
MRK US,默克藥廠,25000,0.675,1.21
