code,name,shares,weight,market_value_100m
NVDA US,NVIDIA CORP(輝達公司),50262,5.81,0.11
BE US,布魯姆能源公司,47354,5.64,0.11
SPCX US,太空探索科技公司,70674,5.35,0.11
LITE US,魯門特姆控股公司,11924,5.11,0.1
PLTR US,帕蘭提爾科技公司,51297,4.74,0.09
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),16664,3.85,0.08
GOOGL US,ALPHABET INC-CL A(Alphabet公司),22115,3.83,0.08
6669,緯穎科技服務,83518,3.29,2.07
AMZN US,亞馬遜公司,25085,3.29,0.06
4979,華星光,342000,3.11,1.96
3017,奇鋐科技,59000,3.1,1.95
NBIS US,尼比厄斯集團公眾有限公司,29091,3.1,0.06
8996,高力熱處理工業,162000,3.05,1.92
3443,創意,33000,3.04,1.91
CRWD US,Crowdstrike控股公司,27377,2.98,0.06
MSFT US,微軟,11268,2.91,0.06
2383,台光電,33000,2.78,1.75
TSLA US,特斯拉公司,14518,2.76,0.05
SNOW US,Snowflake公司,14081,2.54,0.05
ANET US,Arista網路公司,23297,2.26,0.04
4062 JP,揖斐電有限公司,35300,2.24,6.96
SITM US,SITIME CORP,7614,2.21,0.04
581A JP,GO INC,179700,2.19,6.81
NET US,Cloudflare公司,14742,2.12,0.04
UBER US,Uber Technologies Inc,54846,2.11,0.04
SMTC US,SEMTECH CORP,29876,2.05,0.04
STX US,希捷科技控股公開有限公司,4118,1.66,0.03
NTSK US,NETSKOPE INC-CL A,210458,1.53,0.03
CRWV US,CoreWeave Inc,33733,1.44,0.03
DELL US,戴爾科技公司,4971,1.3,0.03
MU US,美光科技公司,2258,1.09,0.02
285A JP,鎧俠控股公司,6400,1.07,3.31
6508 JP,MEIDENSHA CORP,30000,1.02,3.16
IONQ US,IONQ INC,50004,0.99,0.02
RKLB US,ROCKET LAB USA INC,28478,0.92,0.02
3037,欣興,56000,0.82,0.52
