code,name,shares,weight,market_value_100m
LITE US,魯門特姆控股公司,117000,6.14,0.98
SPCX US,太空探索科技公司,550000,5.12,0.81
BE US,布魯姆能源公司,310000,5.01,0.8
3037,欣興,2600000,4.99,25.22
009150 KS,三星電機,70000,4.37,935.9
2383,台光電,400000,4.23,21.38
6981 JP,村田製作所有限公司,1350000,3.94,96.75
PANW US,Palo Alto Networks Inc,150000,3.53,0.56
MU US,美光科技公司,60000,3.48,0.55
STX US,希捷科技控股公開有限公司,60000,3.04,0.48
2454,聯發科技,330000,2.98,15.05
MSFT US,微軟,92000,2.92,0.46
3017,奇鋐科技,440000,2.88,14.56
SNOW US,Snowflake公司,130000,2.72,0.43
PLTR US,帕蘭提爾科技公司,225000,2.45,0.39
NVDA US,NVIDIA CORP(輝達公司),175000,2.32,0.37
285A JP,鎧俠控股公司,110000,2.27,55.65
HOOD US,羅賓漢市場公司,300120,2.16,0.34
NOW US,ServiceNow公司,230000,2.06,0.33
000660 KS,愛思開海力士公司,25000,1.98,424.25
2303,聯電,7000000,1.97,9.97
300757 CH,ROBOTECHNIK INTELLIGENT TE-A,334997,1.92,2.05
3308 HK,ZHONGJI INNOLIGHT CO LTD-H,220000,1.89,2.35
2330,台積電,400000,1.88,9.52
INTC US,英特爾,300000,1.83,0.29
4979,華星光,1510000,1.63,8.26
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),50000,1.55,0.25
992 HK,LENOVO GROUP LTD,6000000,1.55,1.93
TER US,泰瑞達公司,70000,1.45,0.23
NET US,Cloudflare公司,70000,1.45,0.23
6997 JP,NIPPON CHEMI-CON CORP,1275100,1.35,33.2
6515,穎崴科技,100000,1.31,6.6
IFX GY,英飛凌科技股份有限公司,300000,1.18,0.16
CRCL US,Circle網路集團公司,160000,0.98,0.16
SNDK US,晟碟公司（德拉瓦州）,10000,0.98,0.16
TSEM US,TOWER SEMICONDUCTOR LTD,68249,0.82,0.13
TWLO US,Twilio公司,55000,0.8,0.13
5801 JP,古河電氣工業有限公司,500000,0.78,19.23
AEM US,AGNICO EAGLE MINES LTD,60000,0.74,0.12
4180 JP,APPIER GROUP INC,950000,0.59,14.39
NTRA US,那提拉公司,25000,0.54,0.09
AIXA GY,愛思強股份有限公司,139635,0.34,0.05
CRWD US,Crowdstrike控股公司,16754,0.25,0.04
