code,name,shares,weight,market_value_100m
3443,創意,364000,8.5493,21.97
2454,聯發科技,480000,8.2755,21.26
6223,旺矽科技,323000,6.8383,17.57
3037,欣興,1720000,6.3659,16.36
3653,健策,260000,5.373,13.81
3665,貿聯-KY,665000,5.1243,13.17
3017,奇鋐科技,378000,4.5824,11.77
2368,金像電,1127000,4.2632,10.95
2383,台光電,212000,4.2202,10.84
2345,智邦科技,529000,3.7881,9.73
5274,信驊科技,54300,3.7024,9.51
6531,愛普科技,1030000,3.5676,9.17
8046,南電,739000,3.1205,8.02
6510,精測,245000,3.1036,7.97
7769,鴻勁精密,120000,2.8651,7.36
6805,富世達,271000,2.1357,5.49
4991,環宇-KY,1200000,1.9521,5.02
2059,川湖科技,42000,1.9148,4.92
2330,台積電,179000,1.6614,4.27
6274,台燿,306000,1.6315,4.19
7734,印能科技,150000,1.4915,3.83
8996,高力熱處理工業,282000,1.3389,3.44
3450,聯鈞,650000,1.2458,3.2
6278,台表科,1400000,0.9834,2.53
2303,聯電,1778000,0.9583,2.46
6187,萬潤,198000,0.9362,2.41
6669,緯穎科技服務,99139,0.8931,2.3
2308,台達電,94000,0.6109,1.57
6515,穎崴科技,23000,0.5648,1.45
6831,邁科科技,250000,0.4991,1.28
6488,環球晶,110000,0.3912,1.01
6526,達發,146000,0.3539,0.91
6285,啟碁科技,400000,0.3455,0.89
4749,新應材,95000,0.2606,0.67
5347,世界先進,211000,0.1256,0.32
4576,大銀微系統,72000,0.0645,0.17
2449,京元電子,42650,0.0426,0.11
3163,波若威,13300,0.0328,0.08
3264,欣銓科技,34000,0.0292,0.08
8021,尖點,10000,0.0167,0.04
2395,研華,5000,0.0133,0.03
3661,世芯-KY,1000,0.013,0.03
3711,日月光投資控股,3000,0.0069,0.02
3533,嘉澤端子工業,1000,0.0059,0.02
3491,昇達科,1000,0.0052,0.01
1590,亞德客-KY,1000,0.0049,0.01
8028,昇陽半導體,1000,0.0008,0.0
