code,name,shares,weight,market_value_100m
2330,台積電,45000,6.81,1.09
3491,昇達科,72000,6.02,0.95
2454,聯發科技,22000,5.78,0.88
3017,奇鋐科技,28000,5.57,0.81
3008,大立光,18000,5.21,0.84
6669,緯穎科技服務,13000,4.91,0.78
3529,力旺電子,27000,4.53,0.72
3653,健策,15000,4.32,0.7
2455,全新,178000,4.25,0.68
8996,高力熱處理工業,53000,4.23,0.62
2383,台光電,11000,3.89,0.63
2059,川湖科技,5000,3.8,0.6
3665,貿聯-KY,27000,3.7,0.58
3081,聯亞,22000,3.64,0.59
3037,欣興,53000,3.29,0.53
6223,旺矽科技,7000,2.83,0.46
8046,南電,36000,2.72,0.46
5347,世界先進,265000,2.69,0.43
4958,臻鼎-KY,89000,2.64,0.42
2408,南亞科技,80000,2.56,0.39
8358,金居,90000,2.36,0.38
4749,新應材,45000,2.23,0.36
6274,台燿,22000,2.19,0.35
2303,聯電,266000,2.06,0.33
3711,日月光投資控股,44000,1.71,0.27
1560,中砂,31000,1.36,0.22
2345,智邦科技,9000,1.27,0.2
2327,國巨*,18000,0.74,0.11
1519,華城電機,9000,0.4,0.06
