code,name,shares,weight,market_value_100m
2330,台積電,265000,5.12,6.4
2383,台光電,99000,4.47,5.67
2886,兆豐金,10357000,3.77,4.75
2454,聯發科技,107000,3.59,4.3
2308,台達電,237000,3.54,4.24
3711,日月光投資控股,712000,3.54,4.42
2059,川湖科技,36000,3.49,4.34
2892,第一金融控股,12465000,3.28,4.13
3653,健策,75000,2.76,3.48
7769,鴻勁精密,51000,2.74,3.45
2880,華南金控,8745388,2.71,3.42
2408,南亞科技,487000,1.99,2.35
2345,智邦科技,103000,1.85,2.28
2357,華碩,242000,1.8,2.27
3081,聯亞,84700,1.79,2.26
2368,金像電,219000,1.75,2.19
6223,旺矽科技,34000,1.75,2.24
2887,台新新光金,5894360,1.69,2.13
6805,富世達,115000,1.67,2.11
6669,緯穎科技服務,34000,1.64,2.05
2885,元大金,2926000,1.62,2.04
9941,裕融企業,2270000,1.55,1.95
3706,神達投資控股,2114000,1.54,1.94
6515,穎崴科技,28000,1.5,2.01
3017,奇鋐科技,56000,1.42,1.63
2395,研華,251000,1.39,1.72
3037,欣興,163000,1.29,1.63
5534,長虹建設,2069000,1.29,1.62
2360,致茂電子,70000,1.28,1.54
2890,永豐金融,4017780,1.27,1.61
2393,億光電子工業,2419000,1.25,1.58
5274,信驊科技,9000,1.25,1.56
6121,新  普,366000,1.25,1.58
3702,大聯大,1245000,1.22,1.54
2441,超豐,1219000,1.21,1.53
2727,王品餐飲,647000,1.18,1.49
3026,禾伸堂,213000,1.17,1.47
5904,寶雅國際,1770000,1.15,1.45
3665,貿聯-KY,65000,1.14,1.4
2382,廣達電腦,443500,1.14,1.44
5439,高技,560000,1.11,1.4
2451,創見,457000,1.09,1.35
6274,台燿,85000,1.08,1.36
3293,鈊象電子,164000,0.99,1.28
4904,遠傳電信,1226000,0.97,1.24
4746,台耀化學,2276000,0.96,1.22
6435,大中,437000,0.96,1.21
9939,宏全國際,886000,0.95,1.2
2884,玉山金融控股,3184000,0.94,1.19
8210,勤誠興業,112000,0.88,1.13
6138,茂達電子,368000,0.88,1.11
9945,潤泰創新國際,3964000,0.85,1.07
5434,崇越,198000,0.83,1.05
3227,原相,460000,0.74,0.93
9958,世紀鋼鐵結構,886000,0.73,0.93
4551,智伸科,398000,0.55,0.69
3090,日電貿,363000,0.5,0.64
2618,長榮航,956000,0.31,0.39
6782,視陽,155000,0.25,0.32
