code,name,shares,weight,market_value_100m
2330,台積電,314999,16.85,6.95
2383,台光電,75000,7.85,3.24
2454,聯發科技,93001,7.29,3.01
3037,欣興,313001,5.43,2.24
8046,南電,236000,4.79,1.98
2345,智邦科技,102000,4.78,1.97
3017,奇鋐科技,89500,4.58,1.89
6223,旺矽科技,38901,4.53,1.87
6274,台燿,158000,3.87,1.6
2059,川湖科技,21001,3.63,1.5
3711,日月光投資控股,261002,3.19,1.32
2308,台達電,74499,2.69,1.14
5274,信驊科技,7920,2.54,1.02
6669,緯穎科技服務,21000,2.5,1.03
2360,致茂電子,53000,2.45,1.01
2408,南亞科技,284000,2.26,0.93
2368,金像電,116000,2.03,0.84
3665,貿聯-KY,37000,1.71,0.71
3443,創意,19050,1.6,0.66
2327,國巨*,139000,1.54,0.63
7769,鴻勁精密,11000,1.5,0.62
6515,穎崴科技,8000,1.03,0.42
3231,緯創資通,251000,0.97,0.44
5347,世界先進,210000,0.7,0.32
6239,力成科技,100000,0.52,0.21
4958,臻鼎-KY,43000,0.39,0.16
3036,文曄,90000,0.39,0.18
2317,鴻海精密工業,40000,0.22,0.1
2886,兆豐金,100000,0.12,0.05
1216,統一企業,50000,0.08,0.04
3081,聯亞,1000,0.04,0.02
2449,京元電子,4000,0.02,0.01
2404,漢唐,1000,0.02,0.01
2912,統一超,1000,0.0,0.0
2467,志聖,10,0.0,0.0
2412,中華電信,1,0.0,0.0
3045,台灣大哥,2000,0.0,0.0
